"ISO-8859-2","ISO-8859-2"
"ISO8859-2","ISO8859-2"
"ISO_8859-2:1987","ISO_8859-2:1987"
"ISO88594","ISO88594"
"ISO_8859-4","ISO_8859-4"
"ISO-8859-4","ISO-8859-4"
"ISO8859-4","ISO8859-4"
"ISO_8859-4:1988","ISO_8859-4:1988"
"ISO88595","ISO88595"
"ISO_8859-5","ISO_8859-5"
"ISO-8859-5","ISO-8859-5"
"ISO8859-5","ISO8859-5"
"ISO_8859-5:1988","ISO_8859-5:1988"
"ISO88597","ISO88597"
"ISO_8859-7","ISO_8859-7"
"ISO-8859-7","ISO-8859-7"
"ISO8859-7","ISO8859-7"
"ISO_8859-7:1987","ISO_8859-7:1987"
"ISO_8859-7:2003","ISO_8859-7:2003"
"ISO88599","ISO88599"
"ISO_8859-9","ISO_8859-9"
"ISO-8859-9","ISO-8859-9"
"ISO8859-9","ISO8859-9"
"ISO_8859-9:1989","ISO_8859-9:1989"
"ISO88599E","ISO88599E"
"ISO_8859-9E","ISO_8859-9E"
"ISO-8859-9E","ISO-8859-9E"
"ISO8859-9E","ISO8859-9E"
"ISO-CELTIC","ISO-CELTIC"
"ISO-IR-100","ISO-IR-100"
"ISO-IR-101","ISO-IR-101"
"ISO-IR-110","ISO-IR-110"
"ISO-IR-111","ISO-IR-111"
"ISO-IR-126","ISO-IR-126"
"ISO-IR-139","ISO-IR-139"
"ISO-IR-143","ISO-IR-143"
"ISO-IR-144","ISO-IR-144"
"ISO-IR-148","ISO-IR-148"
"ISO-IR-153","ISO-IR-153"
"ISO-IR-157","ISO-IR-157"
"ISO-IR-166","ISO-IR-166"
"ISO-IR-179","ISO-IR-179"
"ISO-IR-193","ISO-IR-193"
"ISO-IR-197","ISO-IR-197"
"ISO-IR-199","ISO-IR-199"
"ISO-IR-203","ISO-IR-203"
"ISO-IR-209","ISO-IR-209"
"ISO-IR-226","ISO-IR-226"
"JOHAB","JOHAB"
"KOI8R","KOI8R"
"KOI8-R","KOI8-R"
"KOI8-RU","KOI8-RU"
"KOI8U","KOI8U"
"KOI8-U","KOI8-U"
"L1","L1"
"L10","L10"
"L2","L2"
"L4","L4"
"L5","L5"
"L6","L6"
"L7","L7"
"L8","L8"
"LATIN1","LATIN1"
"LATIN10","LATIN10"
"LATIN2","LATIN2"
"LATIN4","LATIN4"
"LATIN5","LATIN5"
"LATIN6","LATIN6"
"LATIN7","LATIN7"
"LATIN8","LATIN8"
"LATIN9","LATIN9"
"LATIN-9","LATIN-9"
